sequence_id	is_recombinant	breakpoint_start	breakpoint_end	p_value	methods	parent_1	parent_2
OR497978.1	true	1218	5474	0.000000000385	3Seq	ref_JF779679	ref_NC_030791
OR497977.1	true	1243	4688	0.000000000227	3Seq	ref_JF779679	ref_NC_030791
OR497976.1	true	3314	10475	0.000000000188	3Seq	ref_JF735116	ref_DQ364460
OR497975.1	false	0	0				
OR497974.1	true	1903	2124	0.000000000169	3Seq	ref_KJ470618	ref_EU798760
OR497973.1	true	5660	9642	0.000000006394	3Seq	ref_EF632071	ref_AB677530
OR497972.1	true	2099	2502	0.000000002226	3Seq	ref_FJ407092	ref_EF424626
OR497971.1	true	1139	5215	0.000000000208	3Seq	ref_AB677530	ref_NC_030791
OR497970.1	true	2128	5265	0.000000001206	3Seq	ref_JX227957	ref_NC_030791
OR497969.1	true	1241	4335	0.000000000067	3Seq	ref_AB622121	ref_NC_030791
OR497968.1	false	0	0				
OR497967.1	true	5072	10450	0.000000003289	3Seq	ref_JF735114	ref_DQ364460
OR497966.1	true	1142	5166	0.000000000040	3Seq	ref_DQ364460	ref_NC_030791
OR497965.1	true	2871	10568	0.000000004475	3Seq	ref_FN666429	ref_DQ364460
OR497963.1	true	1896	2398	0.000000000826	3Seq	ref_FJ407092	ref_DQ835769
OR497962.1	true	1243	5474	0.000000001159	3Seq	ref_AB677530	ref_NC_030791
OR497961.1	true	1243	4686	0.000000000569	3Seq	ref_JF779679	ref_NC_030791
OR497960.1	true	1218	5538	0.000000002813	3Seq	ref_JF779679	ref_NC_030791
OR497959.1	true	4338	10568	0.000000001959	3Seq	ref_FN666428	ref_DQ364460
OM513955.1	true	1875	2079	0.000000000600	3Seq	ref_KJ470618	ref_DQ835761
OM513954.1	true	1875	2079	0.000000000593	3Seq	ref_KJ470618	ref_DQ835761
OM513951.1	true	1875	2079	0.000000000461	3Seq	ref_KJ470618	ref_DQ835761
OM513950.1	true	1875	2079	0.000000000512	3Seq	ref_KJ470618	ref_DQ835761
OM513949.1	true	1875	2079	0.000000000628	3Seq	ref_KJ470618	ref_DQ835761
OM513948.1	true	1875	2079	0.000000000621	3Seq	ref_KJ470618	ref_DQ835761
OM513947.1	true	1875	2079	0.000000000593	3Seq	ref_KJ470618	ref_DQ835761
OM513946.1	true	1875	2079	0.000000000614	3Seq	ref_KJ470618	ref_DQ835761
OM513945.1	true	1875	2079	0.000000000600	3Seq	ref_KJ470618	ref_DQ835761
OM513944.1	true	1875	2079	0.000000000643	3Seq	ref_KJ470618	ref_DQ835761
OM513943.1	true	1875	2079	0.000000000567	3Seq	ref_KJ470618	ref_DQ835761
OM513942.1	true	1875	2079	0.000000000628	3Seq	ref_KJ470618	ref_DQ835761
OM513941.1	true	1875	2079	0.000000000600	3Seq	ref_KJ470618	ref_DQ835761
OM513938.1	true	1875	2079	0.000000000593	3Seq	ref_KJ470618	ref_DQ835761
OM513937.1	true	1875	2079	0.000000000573	3Seq	ref_KJ470618	ref_DQ835761
OM513936.1	true	1875	2079	0.000000000607	3Seq	ref_KJ470618	ref_DQ835761
OM513935.1	true	1875	2079	0.000000000229	3Seq	ref_KJ470618	ref_DQ835761
OM513934.1	true	1875	2079	0.000000000636	3Seq	ref_KJ470618	ref_DQ835761
OQ873161.1	true	2097	5337	0.000000000928	3Seq	ref_JX227971	ref_NC_030791
OQ873160.1	true	1901	5325	0.000000000228	3Seq	ref_JX227957	ref_NC_030791
OQ873159.1	true	4378	10427	0.000000001694	3Seq	ref_JF735116	ref_JF779679
OK552862.1	true	3893	10561	0.000000003147	3Seq	ref_HQ537007	ref_AB622121
OK552861.1	true	3893	10561	0.000000002319	3Seq	ref_HQ537007	ref_AB622121
OK552860.1	true	3893	10561	0.000000002400	3Seq	ref_HQ537007	ref_AB622121
OK552859.1	false	0	0				
OK552858.1	true	3893	10561	0.000000002400	3Seq	ref_HQ537007	ref_AB622121
OK552857.1	true	3893	10561	0.000000002400	3Seq	ref_HQ537007	ref_AB622121
OK552856.1	true	3893	10561	0.000000002400	3Seq	ref_HQ537007	ref_AB622121
OK552855.1	true	3893	10561	0.000000003780	3Seq	ref_HQ537007	ref_AB622121
OK552854.1	true	3893	10561	0.000000003577	3Seq	ref_HQ537007	ref_AB622121
OK552853.1	true	3893	10561	0.000000002889	3Seq	ref_HQ537007	ref_AB622121
OK552852.1	true	3893	10561	0.000000002889	3Seq	ref_HQ537007	ref_AB622121
OK552851.1	true	3893	10561	0.000000001423	3Seq	ref_HQ537007	ref_AB622121
OK552850.1	true	3893	10561	0.000000003780	3Seq	ref_HQ537007	ref_AB622121
OK552849.1	true	3893	10561	0.000000004126	3Seq	ref_HQ537007	ref_AB622121
OK552848.1	true	3893	10561	0.000000002066	3Seq	ref_HQ537007	ref_AB622121
OK552847.1	true	3893	10561	0.000000001830	3Seq	ref_HQ537007	ref_AB622121
OK552846.1	true	3893	10561	0.000000001938	3Seq	ref_HQ537007	ref_AB622121
OK552845.1	true	3893	10561	0.000000004383	3Seq	ref_HQ537007	ref_AB622121
OK552844.1	true	3893	10561	0.000000002400	3Seq	ref_HQ537007	ref_AB622121
OK552843.1	true	3893	10561	0.000000002400	3Seq	ref_HQ537007	ref_AB622121
OK552842.1	true	3893	10561	0.000000002400	3Seq	ref_HQ537007	ref_AB622121
OK552841.1	true	3893	10561	0.000000002971	3Seq	ref_HQ537007	ref_AB622121
OK552840.1	true	3893	10561	0.000000002191	3Seq	ref_HQ537007	ref_AB622121
OK552839.1	true	3893	10561	0.000000001830	3Seq	ref_HQ537007	ref_AB622121
OK552838.1	true	3893	10561	0.000000002710	3Seq	ref_HQ537007	ref_AB622121
OK552837.1	true	3893	10561	0.000000002400	3Seq	ref_HQ537007	ref_AB622121
OK552836.1	true	3893	10561	0.000000003350	3Seq	ref_HQ537007	ref_AB622121
OK552835.1	true	3893	10561	0.000000002400	3Seq	ref_HQ537007	ref_AB622121
OK552834.1	true	3893	10561	0.000000002191	3Seq	ref_HQ537007	ref_AB622121
OK552833.1	true	3893	10561	0.000000002400	3Seq	ref_HQ537007	ref_AB622121
OK552832.1	true	3893	10561	0.000000003577	3Seq	ref_HQ537007	ref_AB622121
OK552831.1	true	3893	10561	0.000000003351	3Seq	ref_HQ537007	ref_AB622121
OK552830.1	true	3893	10561	0.000000002710	3Seq	ref_HQ537007	ref_AB622121
OK552829.1	true	3893	10561	0.000000003554	3Seq	ref_HQ537007	ref_AB622121
OK552828.1	true	3893	10561	0.000000004126	3Seq	ref_HQ537007	ref_AB622121
OK552827.1	true	3893	10561	0.000000001611	3Seq	ref_HQ537007	ref_AB622121
OK552826.1	true	3893	10561	0.000000002333	3Seq	ref_HQ537007	ref_AB622121
OK552825.1	true	3893	10561	0.000000004667	3Seq	ref_HQ537007	ref_AB622121
OK552824.1	true	3893	10561	0.000000010260	3Seq	ref_HQ537007	ref_AB622121
OK552823.1	true	1243	4552	0.000000004528	3Seq	ref_AB622121	ref_NC_030791
OK552822.1	true	3893	10561	0.000000010260	3Seq	ref_HQ537007	ref_AB622121
OK552821.1	true	3893	10561	0.000000007732	3Seq	ref_HQ537007	ref_AB622121
OK552820.1	true	3893	10561	0.000000007942	3Seq	ref_HQ537007	ref_AB622121
OK552819.1	true	3893	10561	0.000000007942	3Seq	ref_HQ537007	ref_AB622121
OK552818.1	true	3893	10561	0.000000008747	3Seq	ref_HQ537007	ref_AB622121
OK552817.1	true	1243	4552	0.000000002117	3Seq	ref_AB622121	ref_NC_030791
OK552816.1	true	3893	10561	0.000000005330	3Seq	ref_HQ537007	ref_AB622121
OK552815.1	true	1243	4552	0.000000002356	3Seq	ref_AB622121	ref_NC_030791
OK552814.1	false	0	0				
OK552813.1	true	3893	10561	0.000000006920	3Seq	ref_HQ537007	ref_AB622121
OK552812.1	true	3893	10561	0.000000004667	3Seq	ref_HQ537007	ref_AB622121
OK552811.1	true	3893	10561	0.000000006088	3Seq	ref_HQ537007	ref_AB622121
OK552810.1	false	0	0				
OK552809.1	true	3893	10561	0.000000006156	3Seq	ref_HQ537007	ref_AB622121
OK552808.1	true	3893	10561	0.000000004105	3Seq	ref_HQ537007	ref_AB622121
OK552807.1	true	1243	4552	0.000000003306	3Seq	ref_AB622121	ref_NC_030791
OK552806.1	true	3893	10561	0.000000007942	3Seq	ref_HQ537007	ref_AB622121
OK552805.1	true	1243	4552	0.000000002799	3Seq	ref_AB622121	ref_NC_030791
OK552804.1	true	3893	10561	0.000000007779	3Seq	ref_HQ537007	ref_AB622121
OK552803.1	true	1243	4552	0.000000002681	3Seq	ref_AB622121	ref_NC_030791
OK552802.1	false	0	0				
OK552801.1	false	0	0				
OK552800.1	true	3893	10561	0.000000004614	3Seq	ref_HQ537007	ref_AB622121
OK552799.1	true	1243	4552	0.000000003379	3Seq	ref_AB622121	ref_NC_030791
OK552798.1	true	1243	4552	0.000000003234	3Seq	ref_AB622121	ref_NC_030791
OK552797.1	true	3893	10561	0.000000009567	3Seq	ref_HQ537007	ref_AB622121
OK552796.1	true	3893	10561	0.000000006595	3Seq	ref_HQ537007	ref_AB622121
OK552795.1	true	3893	10561	0.000000008315	3Seq	ref_HQ537007	ref_AB622121
OK552794.1	true	1243	4552	0.000000003042	3Seq	ref_AB622121	ref_NC_030791
OK552793.1	true	3893	10561	0.000000004614	3Seq	ref_HQ537007	ref_AB622121
OK552792.1	true	1243	4552	0.000000002795	3Seq	ref_AB622121	ref_NC_030791
OK552791.1	true	1243	4552	0.000000002734	3Seq	ref_AB622121	ref_NC_030791
OK552790.1	false	0	0				
OM897000.1	false	0	0				
OM896999.1	true	1243	4335	0.000000006044	3Seq	ref_AB622121	ref_NC_030791
OM896998.1	true	2011	2247	0.000000011610	3Seq	ref_FJ407092	ref_KM252790
OM896997.1	false	0	0				
OM896996.1	true	2131	5337	0.000000011053	3Seq	ref_JX227957	ref_NC_030791
OM896995.1	true	3893	10550	0.000000000674	3Seq	ref_HQ537007	ref_DQ364460
OM896994.1	true	1902	2487	0.000000002499	3Seq	ref_JF735124	ref_DQ835768
OM896993.1	false	0	0				
OM896992.1	false	0	0				
OM896991.1	true	1896	2236	0.000000011613	3Seq	ref_FJ407092	ref_EU798760
OM896990.1	true	5215	9368	0.000000000533	3Seq	ref_NC_030791	ref_AB677530
OM896989.1	true	1172	10625	0.000000000000	3Seq	ref_JQ065709	ref_D28917
OM896988.1	true	1896	2211	0.000000003974	3Seq	ref_FJ407092	ref_EU158186
OM896987.1	true	1243	5215	0.000000000957	3Seq	ref_AB622121	ref_NC_030791
OM896986.1	true	1896	2286	0.000000010018	3Seq	ref_FJ407092	ref_DQ835769
OM896985.1	true	3893	9758	0.000000006141	3Seq	ref_HQ537007	ref_AB677530
OM896984.1	true	1903	2123	0.000000009138	3Seq	ref_KJ470618	ref_EU798760
OM896983.1	false	0	0				
OM896982.1	false	0	0				
OM896981.1	true	2871	10450	0.000000006515	3Seq	ref_FN666429	ref_DQ364460
OM896980.1	true	1924	2247	0.000000001337	3Seq	ref_FJ407092	ref_KM252790
OM896979.1	true	2871	10450	0.000000004067	3Seq	ref_FN666429	ref_DQ364460
OM896978.1	false	0	0				
OM896977.1	true	1896	2398	0.000000001947	3Seq	ref_FJ407092	ref_DQ835769
OM896976.1	true	1814	5215	0.000000003147	3Seq	ref_JF735130	ref_NC_030791
OM896975.1	true	4980	10450	0.000000001657	3Seq	ref_JF735114	ref_DQ364460
OM896974.1	true	3322	10475	0.000000007416	3Seq	ref_JF735116	ref_DQ364460
OM896973.1	true	2874	10450	0.000000001901	3Seq	ref_FN666429	ref_DQ364460
OM896972.1	true	3893	10561	0.000000002430	3Seq	ref_HQ537007	ref_AB622121
OM896971.1	true	1843	2164	0.000000002167	3Seq	ref_FJ407092	ref_M62321
OM896970.1	true	1843	2421	0.000000000524	3Seq	ref_FJ407092	ref_JX183557
OM896969.1	true	1243	5215	0.000000001348	3Seq	ref_AB622121	ref_NC_030791
OM896968.1	true	1903	2123	0.000000009342	3Seq	ref_KJ470618	ref_EU798760
OM896967.1	true	3895	9087	0.000000010669	3Seq	ref_EF424629	ref_AB677527
OM896966.1	true	1940	2505	0.000000006093	3Seq	ref_JX227955	ref_EF424626
OM896965.1	true	3314	10475	0.000000010008	3Seq	ref_JF735116	ref_DQ364460
OM896964.1	true	3893	10561	0.000000001794	3Seq	ref_HQ537007	ref_AB622121
OM896963.1	false	0	0				
OM896962.1	true	5072	10450	0.000000001069	3Seq	ref_JF735114	ref_DQ364460
OM896961.1	true	1218	5215	0.000000008249	3Seq	ref_AB677530	ref_NC_030791
OM896960.1	true	1844	2122	0.000000003184	3Seq	ref_KJ470618	ref_FJ462438
OM896959.1	true	4338	10450	0.000000009301	3Seq	ref_FN666428	ref_DQ364460
OM896958.1	false	0	0				
OM896957.1	true	5629	10450	0.000000000415	3Seq	ref_FN666429	ref_JF779679
OM896956.1	true	2134	5390	0.000000000749	3Seq	ref_JX227957	ref_NC_030791
OM896955.1	true	4338	10450	0.000000000917	3Seq	ref_FN666429	ref_DQ364460
OM896954.1	true	4338	10450	0.000000011441	3Seq	ref_FN666428	ref_DQ364460
OM896953.1	true	2099	2408	0.000000001274	3Seq	ref_FJ407092	ref_EF424626
OM896952.1	true	2871	10551	0.000000000555	3Seq	ref_FN666429	ref_DQ364460
OM896951.1	false	0	0				
OM896950.1	false	0	0				
OM896949.1	true	3912	10557	0.000000001080	3Seq	ref_HQ537007	ref_DQ364460
OM896948.1	true	4338	10551	0.000000000108	3Seq	ref_FN666429	ref_DQ364460
OM896947.1	true	1837	2118	0.000000002600	3Seq	ref_KJ470618	ref_AF064490
OM896946.1	true	2102	2399	0.000000001697	3Seq	ref_FJ407092	ref_EF424626
OM896945.1	true	3881	10550	0.000000002101	3Seq	ref_HQ537007	ref_DQ364460
OM896944.1	true	4374	10424	0.000000000038	3Seq	ref_D00944	ref_AB677527
OM896943.1	true	1910	5325	0.000000000044	3Seq	ref_JX227957	ref_NC_030791
OM896942.1	true	4374	10424	0.000000000004	3Seq	ref_JF735116	ref_AB677527
OM896941.1	true	4374	10424	0.000000000202	3Seq	ref_JF735116	ref_AB677527
OM896940.1	true	1901	5325	0.000000000572	3Seq	ref_JX227957	ref_NC_030791
OM896939.1	true	5607	10477	0.000000000048	3Seq	ref_D00944	ref_DQ364460
OM896938.1	true	4360	10424	0.000000000352	3Seq	ref_JF735116	ref_AB677527
OM896937.1	true	5607	10477	0.000000000228	3Seq	ref_D00944	ref_DQ364460
OM896936.1	true	2283	5337	0.000000001840	3Seq	ref_JX227971	ref_NC_030791
OM896935.1	true	4359	10427	0.000000000049	3Seq	ref_JF735116	ref_AB677527
OM896934.1	true	4374	10424	0.000000000111	3Seq	ref_JF735116	ref_AB677527
OM896933.1	true	4359	10424	0.000000000007	3Seq	ref_JF735116	ref_AB677527
OM896932.1	true	4359	10427	0.000000000171	3Seq	ref_JF735116	ref_AB677527
OM896931.1	true	4374	10424	0.000000002273	3Seq	ref_JF735116	ref_AB677527
OM896930.1	true	1901	5325	0.000000000011	3Seq	ref_JX227957	ref_NC_030791
OM896929.1	true	1901	5325	0.000000000233	3Seq	ref_JX227957	ref_NC_030791
OM896928.1	true	4374	10424	0.000000000043	3Seq	ref_JF735116	ref_AB677527
OM896927.1	true	1912	5337	0.000000000252	3Seq	ref_JX227957	ref_NC_030791
OM896926.1	true	4374	10424	0.000000000005	3Seq	ref_JF735116	ref_AB677527
OM896925.1	true	1906	5337	0.000000000099	3Seq	ref_JX227957	ref_NC_030791
OM896924.1	true	4374	10424	0.000000000277	3Seq	ref_JF735116	ref_AB677527
OM896923.1	true	4374	10424	0.000000000128	3Seq	ref_JF735116	ref_AB677527
OM896922.1	true	4359	10427	0.000000000006	3Seq	ref_JF735116	ref_AB677527
OM896921.1	true	4360	10424	0.000000000153	3Seq	ref_JF735116	ref_DQ364460
OM896920.1	true	4374	10424	0.000000000001	3Seq	ref_JF735116	ref_AB677527
OM896919.1	true	4784	10424	0.000000000089	3Seq	ref_JF735116	ref_AB677527
OM896918.1	true	4374	10424	0.000000000088	3Seq	ref_JF735116	ref_AB677527
OM896917.1	true	4359	10424	0.000000000176	3Seq	ref_JF735116	ref_AB677527
OM896916.1	true	4374	10424	0.000000000049	3Seq	ref_JF735116	ref_AB677527
OM896915.1	true	4374	10424	0.000000000117	3Seq	ref_JF735116	ref_AB677527
OM896914.1	true	4359	10427	0.000000000037	3Seq	ref_JF735116	ref_AB677527
OM896913.1	true	5317	10482	0.000000000118	3Seq	ref_D00944	ref_EU643835
OM896912.1	true	4374	10424	0.000000000026	3Seq	ref_JF735116	ref_AB677527
OM896911.1	true	4374	10424	0.000000000108	3Seq	ref_JF735116	ref_AB677527
OM896910.1	true	4374	10424	0.000000000029	3Seq	ref_JF735116	ref_AB677527
OM896909.1	true	4374	10424	0.000000000082	3Seq	ref_JF735116	ref_AB677527
OM896908.1	true	614	888	0.000000000010	3Seq	ref_D49374	ref_KC248193
OM896907.1	true	4359	10424	0.000000000531	3Seq	ref_JF735116	ref_AB677527
OM896906.1	true	4374	10424	0.000000000001	3Seq	ref_JF735116	ref_AB677527
OM896905.1	true	4374	10424	0.000000002210	3Seq	ref_JF735116	ref_AB677527
OM896904.1	true	1912	5325	0.000000000004	3Seq	ref_JX227957	ref_NC_030791
OM896903.1	true	4374	10424	0.000000000200	3Seq	ref_JF735116	ref_AB677527
OM896902.1	true	4359	10424	0.000000000021	3Seq	ref_JF735116	ref_AB677527
OM896901.1	true	4359	10424	0.000000001692	3Seq	ref_JF735116	ref_AB677527
OM896900.1	true	4374	10424	0.000000000034	3Seq	ref_JF735116	ref_AB677527
OM896899.1	true	2115	5337	0.000000000027	3Seq	ref_JX227971	ref_NC_030791
OM896898.1	true	4359	10424	0.000000000278	3Seq	ref_JF735116	ref_AB677527
OM896897.1	true	4374	10427	0.000000000025	3Seq	ref_JF735116	ref_AB677527
OM896896.1	true	4359	10427	0.000000000341	3Seq	ref_JF735116	ref_AB677527
OM896895.1	true	4359	10424	0.000000000006	3Seq	ref_JF735116	ref_AB677527
OM896894.1	true	4359	10427	0.000000000028	3Seq	ref_JF735116	ref_AB677527
OM896893.1	true	1901	5325	0.000000000008	3Seq	ref_JX227957	ref_NC_030791
OM896892.1	true	1934	5325	0.000000000055	3Seq	ref_JX227957	ref_NC_030791
OM896891.1	true	4359	10427	0.000000000002	3Seq	ref_JF735116	ref_AB677527
OM896890.1	true	4374	10424	0.000000000002	3Seq	ref_JF735116	ref_AB677527
OM896889.1	true	1912	5336	0.000000000076	3Seq	ref_JX227957	ref_NC_030791
OM896888.1	true	1912	5325	0.000000000608	3Seq	ref_JX227957	ref_NC_030791
OM896887.1	true	4359	10424	0.000000000012	3Seq	ref_JF735116	ref_AB677527
OM896886.1	true	4374	10424	0.000000000014	3Seq	ref_JF735116	ref_AB677527
OM896885.1	true	3884	8707	0.000000000558	3Seq	ref_EF424629	ref_AB677527
OM896884.1	true	4374	10427	0.000000000002	3Seq	ref_JF735116	ref_AB677527
OM896883.1	true	4359	10427	0.000000000013	3Seq	ref_JF735116	ref_AB677527
OM896882.1	true	4374	10369	0.000000000713	3Seq	ref_JF735116	ref_AB677527
OM896881.1	true	4359	10424	0.000000004328	3Seq	ref_JF735116	ref_AB677527
MZ325444.1	true	3893	10561	0.000000002564	3Seq	ref_HQ537007	ref_AB622121
MZ325443.1	true	1218	4686	0.000000002176	3Seq	ref_JF779679	ref_NC_030791
MT995350.1	true	5675	10485	0.000000004906	3Seq	ref_FN666429	ref_AB677530
MT995349.1	true	5675	10485	0.000000006705	3Seq	ref_FN666429	ref_AB677530
MT995348.1	true	5675	10485	0.000000003155	3Seq	ref_FN666429	ref_AB677530
MT995347.1	true	5675	10485	0.000000002560	3Seq	ref_FN666429	ref_AB677530
MT995346.1	true	5675	10485	0.000000004340	3Seq	ref_FN666429	ref_AB677530
MT995335.1	false	0	0				
MT995334.1	false	0	0				
MT995333.1	false	0	0				
MT995332.1	false	0	0				
MT995331.1	false	0	0				
MT995330.1	true	2375	2811	0.000000000149	3Seq	ref_D49374	ref_HQ639936
MT995329.1	true	2375	2811	0.000000000869	3Seq	ref_D49374	ref_HQ639936
MT995328.1	true	1243	5474	0.000000003293	3Seq	ref_JF779679	ref_NC_030791
MT995327.1	true	1243	5474	0.000000003293	3Seq	ref_JF779679	ref_NC_030791
MT995326.1	true	1243	5474	0.000000001345	3Seq	ref_JF779679	ref_NC_030791
MT995325.1	true	4338	10561	0.000000000995	3Seq	ref_FN666429	ref_DQ364460
MT995324.1	true	4338	10561	0.000000000989	3Seq	ref_FN666429	ref_DQ364460
MT995323.1	true	4338	10561	0.000000000626	3Seq	ref_FN666429	ref_DQ364460
MT995322.1	true	4338	10561	0.000000000989	3Seq	ref_FN666429	ref_DQ364460
MT995321.1	true	1895	2778	0.000000001853	3Seq	ref_FJ407092	ref_EF424627
MT995320.1	true	4338	10561	0.000000005343	3Seq	ref_FN666429	ref_DQ364460
MT995319.1	true	4338	10561	0.000000008293	3Seq	ref_FN666429	ref_DQ364460
MT995318.1	true	3314	10560	0.000000011196	3Seq	ref_JF735116	ref_DQ364460
MT995317.1	true	3314	10560	0.000000011196	3Seq	ref_JF735116	ref_DQ364460
MT995316.1	true	4338	10561	0.000000009353	3Seq	ref_FN666429	ref_DQ364460
MT632194.1	true	3322	10475	0.000000000339	3Seq	ref_JF735116	ref_DQ364460
MT632186.1	true	1895	2399	0.000000004849	3Seq	ref_KJ470618	ref_JX183557
MT632180.1	true	5660	9643	0.000000000156	3Seq	ref_EF632071	ref_AB677530
MT632179.1	true	2128	5249	0.000000000266	3Seq	ref_JX227957	ref_NC_030791
MT632172.1	true	1198	5474	0.000000000577	3Seq	ref_JF779679	ref_NC_030791
MT632170.1	true	3893	10561	0.000000000179	3Seq	ref_HQ537007	ref_AB622121
MT632162.1	true	1895	2158	0.000000000032	3Seq	ref_FJ407092	ref_EU798760
MT632158.1	false	0	0				
MN628597.1	true	1207	4335	0.000000000571	3Seq	ref_DQ364460	ref_NC_030791
MN628596.1	true	4833	10568	0.000000007247	3Seq	ref_FN666429	ref_DQ364460
MN628595.1	true	1218	4335	0.000000000510	3Seq	ref_AB622121	ref_NC_030791
MN628594.1	true	5280	10551	0.000000001119	3Seq	ref_FN666429	ref_DQ364460
MN628593.1	true	4335	10631	0.000000000144	3Seq	ref_NC_030791	ref_DQ364460
MN628591.1	true	1243	4335	0.000000009566	3Seq	ref_AB622121	ref_NC_030791
MN628590.1	true	1797	5215	0.000000002582	3Seq	ref_JF735130	ref_NC_030791
MN628589.1	true	1923	2421	0.000000005537	3Seq	ref_FJ407092	ref_KM252790
MN628588.1	true	1207	4335	0.000000000042	3Seq	ref_DQ364460	ref_NC_030791
MN628587.1	true	1218	4335	0.000000002401	3Seq	ref_AB622121	ref_NC_030791
MN628586.1	true	4824	10631	0.000000002444	3Seq	ref_NC_030791	ref_DQ364460
MN628585.1	true	1207	4335	0.000000000065	3Seq	ref_DQ364460	ref_NC_030791
MN628584.1	true	2131	5395	0.000000000191	3Seq	ref_JX227957	ref_NC_030791
MN628583.1	true	1207	4335	0.000000000319	3Seq	ref_DQ364460	ref_NC_030791
MN628582.1	true	1218	4335	0.000000000518	3Seq	ref_AB622121	ref_NC_030791
MN628581.1	true	1833	2498	0.000000000054	3Seq	ref_KJ470618	ref_EF424626
MN628578.1	true	5660	9642	0.000000006768	3Seq	ref_EF632071	ref_AB677530
MN628577.1	true	1921	5390	0.000000000321	3Seq	ref_JX227957	ref_NC_030791
MN628576.1	false	0	0				
MN628575.1	true	5215	10636	0.000000000193	3Seq	ref_NC_030791	ref_DQ364460
MN628574.1	true	1218	4335	0.000000000036	3Seq	ref_AB622121	ref_NC_030791
LC368382.1	true	1935	2502	0.000000000103	3Seq	ref_FJ407092	ref_EF424626
LC368361.1	true	5164	9642	0.000000000898	3Seq	ref_EF632071	ref_AB677530
LC368353.1	true	1134	9353	0.000000001241	3Seq	ref_JN714194	ref_D28917
LC368352.1	true	4338	4851	0.000000000000	3Seq	ref_NC_009824	ref_HQ850279
MN385583.1	true	4546	9111	0.000000006629	3Seq	ref_JF735131	ref_AB677527
MG428679.1	true	309	724	0.000000000003	3Seq	ref_D28917	ref_EU246932
LC414155.2	true	4374	10427	0.000000000134	3Seq	ref_JF735116	ref_AB677527
KY120332.1	true	1207	4335	0.000000001416	3Seq	ref_DQ364460	ref_NC_030791
KX621541.1	true	4983	9642	0.000000003946	3Seq	ref_EF632071	ref_AB677530
KX621539.1	true	5660	9079	0.000000007546	3Seq	ref_EF424629	ref_AB677530
KX621537.1	true	1243	4335	0.000000000015	3Seq	ref_DQ364460	ref_NC_030791
KX621534.1	true	4551	9642	0.000000000562	3Seq	ref_EF632071	ref_AB622121
KX621531.1	false	0	0				
KX621530.1	true	1243	4686	0.000000005330	3Seq	ref_JF779679	ref_NC_030791
KX621527.1	true	1855	2339	0.000000007186	3Seq	ref_KJ470618	ref_JX183557
KX621522.1	false	0	0				
KX621519.1	true	720	3889	0.000000000424	3Seq	ref_AB677527	ref_HQ537007
KX621518.1	true	651	3889	0.000000003605	3Seq	ref_AB677527	ref_HQ537007
KX621516.1	true	5187	9079	0.000000002651	3Seq	ref_EF424629	ref_AB677530
KX621513.1	true	881	4335	0.000000000300	3Seq	ref_AB677527	ref_NC_030791
KX621508.1	true	1243	5474	0.000000000036	3Seq	ref_JF779679	ref_NC_030791
KX621507.1	true	1243	5487	0.000000001282	3Seq	ref_JF779679	ref_NC_030791
KX621503.1	true	3893	9642	0.000000001734	3Seq	ref_EF632071	ref_AB677530
KX621502.1	true	720	3884	0.000000001618	3Seq	ref_DQ364460	ref_HQ537007
KX621501.1	true	5660	9642	0.000000000122	3Seq	ref_EF632071	ref_AB677530
KX621499.1	true	3895	8838	0.000000001674	3Seq	ref_EF424629	ref_AB677527
KX621498.1	false	0	0				
KX621496.1	true	1218	5474	0.000000000408	3Seq	ref_JF779679	ref_NC_030791
KX621494.1	true	1218	5487	0.000000000338	3Seq	ref_JF779679	ref_NC_030791
KX621492.1	true	1894	2424	0.000000000328	3Seq	ref_FJ407092	ref_DQ835761
KX621491.1	true	5660	9642	0.000000000144	3Seq	ref_EF632071	ref_AB677530
KX621490.1	true	1207	5215	0.000000006117	3Seq	ref_DQ364460	ref_NC_030791
